age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,account_age_days,earliest_credit_account_age_days,days_recent_trade_activity,delinquency_group
64,Los Angeles,Artist,18317,372.0,107,1,4,2.875362231205891,1,22868.11806796543,8390.079952190106,3.0,2,4,1,1,0,0,0,1379,2176,230,High
49,Los Angeles,Other,9084,544.0,112,1,4,2.625895073344824,0,22674.99510463431,5657.906914859347,4.0,1,3,1,1,0,0,1,153,923,123,High
65,San Francisco,Accountant,22578,473.0,58,0,1,1.6300045005170682,0,55390.44711428722,30688.86590310861,4.0,1,3,1,1,1,1,0,1258,2231,139,Normal
45,San Francisco,Consultant,13300,399.0,119,1,3,1.3949926406086188,1,25060.73551763175,11008.012988170596,4.0,2,3,1,1,1,0,0,862,3002,225,High
25,Atlanta,Other,9472,618.0,0,0,1,1.0025479119915743,0,55322.06341585344,41465.58803534545,0.0,0,0,0,0,0,0,0,206,2088,49,Normal
57,Chicago,Consultant,14932,734.0,0,0,1,1.1128840858883635,0,88288.63245265734,65480.624871570864,0.0,0,0,0,0,0,0,0,444,1958,207,Normal
19,Seattle,Software Developer,60279,340.0,118,0,1,1.754098342308502,1,2635.750725590985,894.4422354865237,3.0,1,3,1,1,0,0,0,1067,963,375,High
32,Seattle,Accountant,25598,793.0,0,0,1,1.5447189909736525,0,90765.50008058004,63387.24680492315,0.0,0,0,0,0,1,0,0,1573,3018,122,Normal
20,Seattle,Consultant,16187,683.0,0,0,1,1.3455164180895856,0,49526.457688414695,37397.220313630125,0.0,0,0,0,0,0,0,0,89,3577,283,Normal
66,Chicago,Software Developer,51838,661.0,3,0,1,1.5413741243678487,0,33343.41997389631,19602.65553496766,0.0,0,3,0,0,0,0,0,1706,1751,401,Normal
53,Boston,Other,9317,687.0,0,0,1,2.518255375593162,1,27243.03974,22966.52668474695,0.0,0,3,0,0,0,0,1,1845,2763,229,Normal
21,San Francisco,Banker,2107,632.0,25,1,1,1.160370100500808,0,78399.93883397049,48174.51969486328,0.0,0,0,0,0,0,0,0,256,392,121,Normal
31,Seattle,Accountant,47510,596.0,0,0,1,1.4415603282595506,0,86415.45838461364,58866.55636976216,1.0,0,1,0,0,1,0,0,333,968,153,Normal
58,Atlanta,Banker,4281,655.0,0,0,1,1.4686726951796591,0,28912.34009087981,17503.152743194623,0.0,0,0,0,0,0,0,0,1556,332,384,Normal
67,Houston,Banker,6936,820.0,0,0,1,1.9312827663395948,0,52182.172812656805,36267.53845982816,0.0,0,0,0,0,0,1,0,935,1759,83,Normal
27,Houston,Doctor,70096,689.0,0,0,1,2.258016248486705,0,71710.06154894042,43807.02822719944,0.0,0,0,0,0,0,0,0,1496,3227,262,Normal
38,Los Angeles,Other,3928,628.0,0,0,1,1.6416659674357397,0,59746.699608725496,45058.61268345511,0.0,0,3,0,0,0,0,1,402,3096,354,Normal
53,Chicago,Banker,5133,817.0,3,0,1,0.8001424464418324,0,76865.76900494119,45456.65307631078,0.0,0,0,0,0,0,0,0,1529,3637,74,Normal
57,Atlanta,Other,3804,774.0,0,0,1,1.853198810844128,0,15839.332323424753,9096.142746,0.0,0,0,0,0,1,0,1,1350,2955,376,Normal
19,San Francisco,Other,4273,763.0,0,0,1,0.7900364059849788,0,19289.03884,12123.206805898522,0.0,0,0,0,0,1,0,0,1723,1072,400,Normal
71,Atlanta,Accountant,39525,767.0,0,0,1,0.7441111028129885,0,80023.78618,54022.44296838826,0.0,0,0,0,0,0,0,0,358,3644,171,Normal
70,Los Angeles,Banker,8009,419.0,98,1,3,1.5924476603638154,1,26875.95493628357,9097.545957602628,4.0,1,4,1,0,1,0,0,1023,1604,210,High
49,Houston,Teacher,24389,692.0,9,0,1,1.229922713682299,0,56788.68538763857,37384.77085902833,0.0,0,0,0,0,1,0,0,929,3169,137,Normal
48,Miami,Other,5893,363.0,113,1,10,1.3066752878085162,0,18907.30681618368,5413.907621211802,3.0,2,3,1,0,1,0,0,541,1352,295,High
33,Los Angeles,Doctor,68366,765.0,0,0,1,0.9136821196484084,0,68557.95088,47911.02675504797,0.0,0,0,0,0,0,0,0,1733,1600,305,Normal
49,New York,Accountant,18091,641.0,0,0,1,1.2014423730073942,0,65542.08232,50060.39087769847,0.0,0,0,0,0,0,0,0,479,1978,103,Normal
51,Seattle,Accountant,20678,783.0,0,0,1,1.426126731841798,0,20979.20043311848,14069.131345650958,0.0,0,0,0,0,1,0,0,209,2255,172,Normal
28,Seattle,Consultant,13387,762.0,0,0,1,1.2678091409593188,0,54723.33860864477,37588.44278777148,0.0,0,0,0,0,0,0,0,1158,508,96,Normal
27,Seattle,Artist,19858,402.0,0,0,1,1.4632634984141957,0,65116.07149458739,46435.733816385575,4.0,2,4,1,0,0,0,0,749,3131,371,Normal
32,Miami,Teacher,29526,557.0,94,1,5,3.153974019622898,0,43570.676440875206,14405.022848800943,3.0,1,1,0,1,1,0,0,795,295,375,High
34,New York,Lawyer,68434,675.0,0,0,1,1.8647628153223872,0,100124.01138154505,76325.79010132012,0.0,0,0,0,0,0,0,0,1257,3529,316,Normal
57,Atlanta,Banker,9486,519.0,0,1,1,1.0245818272641796,0,79438.25923410043,56136.47062807495,1.0,1,2,0,0,0,0,0,1631,2983,332,Normal
42,Dallas,Consultant,15619,745.0,0,0,1,1.200903584890835,0,72549.47700165604,50762.65263476088,0.0,0,0,0,0,0,0,0,959,3174,367,Normal
57,Houston,Retail Worker,5567,740.0,0,0,1,1.4963989029734808,0,43465.23687099572,25802.43578192058,0.0,0,3,0,0,0,0,1,530,818,313,Normal
42,Miami,Other,7637,769.0,0,0,1,0.9780693712856572,0,42734.80965841188,33572.725085998485,0.0,0,0,1,0,0,0,0,1330,316,75,Normal
39,Houston,Teacher,15208,608.0,0,0,1,1.1786854309273758,0,42938.85234328323,29099.33449875472,0.0,0,3,1,0,0,0,1,605,784,43,Normal
47,Atlanta,Other,6702,472.0,96,1,2,2.7342183421676696,0,30949.301618099264,30352.353060193185,4.0,1,3,1,1,0,0,1,44,3657,87,High
38,Houston,Other,9458,465.0,0,0,1,1.1666850262291513,0,10873.364089969096,8388.643029217172,3.0,2,4,0,0,0,0,0,545,2307,355,Normal
61,Boston,Teacher,39630,659.0,0,0,1,1.8240197287818445,0,100594.30678929648,61098.86899841865,0.0,0,0,0,0,0,1,0,557,3078,239,Normal
49,Seattle,Other,2937,323.0,100,1,4,1.958056001021193,0,32898.37971931232,12774.720998714138,3.0,2,3,0,0,1,0,0,439,1444,346,High
68,Los Angeles,Accountant,55045,596.0,0,0,1,1.1061380400469785,0,81733.65435985113,30352.353060193185,2.0,0,2,1,0,0,0,0,1043,1270,161,Normal
63,Dallas,Engineer,41940,656.0,0,0,1,0.8468170245223235,0,17902.51269628093,12745.660028023598,0.0,0,0,0,0,0,0,0,1338,1317,307,Normal
73,Chicago,Teacher,46341,819.0,0,1,1,1.3060071992220967,1,87613.16868427237,52784.87251979379,0.0,0,0,0,0,0,0,0,1425,201,62,Normal
49,Atlanta,Artist,6192,648.0,13,0,1,1.5001252976116957,0,37170.87557163201,28895.55836869209,0.0,0,3,1,0,0,1,0,752,2285,113,Normal
72,Atlanta,Artist,6836,690.0,0,0,1,1.6308061027402725,0,61347.48142647074,41906.02854,0.0,0,4,0,0,0,1,0,929,1384,158,Normal
56,San Francisco,Banker,4655,675.0,0,0,1,1.894375130295221,0,93462.39479788892,30352.353060193185,0.0,0,0,0,0,0,0,0,812,1358,331,Normal
66,Dallas,Accountant,51861,577.0,0,0,1,0.727435213,0,25117.395441840035,16819.55735654004,1.0,1,1,0,0,1,0,0,119,1792,124,Normal
29,Chicago,Other,4584,647.0,0,1,1,1.157404723499692,0,57155.187065260485,36845.13645219341,0.0,0,3,1,0,1,1,1,444,259,378,Normal
58,Boston,Other,3089,681.0,0,0,1,1.354952854213027,0,49656.64785872902,48728.95015467978,0.0,0,0,1,0,0,0,0,871,2831,120,Normal
38,New York,Retail Worker,7698,538.0,0,0,1,1.534038967547867,0,50747.79509859179,44004.77766931924,1.0,1,3,0,0,0,0,1,1306,3539,342,Normal
30,Los Angeles,Teacher,15274,573.0,3,0,1,1.1494363458786474,0,19472.72770874909,11291.63537,2.0,0,1,0,0,0,1,0,785,3578,103,Normal
38,Miami,Banker,6422,740.0,20,0,1,2.074106335355472,0,53770.31402319231,49455.64335,0.0,0,0,1,0,0,0,0,335,493,142,Normal
63,New York,Other,6951,735.0,0,0,1,0.7259736877658315,0,57056.14475313693,58201.90882467658,0.0,0,0,0,0,0,0,0,1853,2776,44,Normal
24,Atlanta,Other,2885,457.0,118,1,3,1.2391668365096256,1,48256.12493551493,16736.89198420981,3.0,2,4,1,1,0,0,1,100,978,274,High
61,Miami,Other,7209,485.0,0,0,1,1.0204998504328118,0,23296.502587989613,16264.54424132368,3.0,2,3,0,0,0,1,0,805,3097,263,Normal
49,Dallas,Retail Worker,16168,735.0,0,0,1,1.4603850999687404,0,91116.27445989184,77091.65371090156,0.0,0,0,0,0,1,0,0,1772,2768,92,Normal
28,Chicago,Banker,2580,554.0,0,0,1,1.5842928087309645,0,11930.84467169109,8874.760333,2.0,0,1,0,0,1,0,0,1469,3579,158,Normal
39,Atlanta,Teacher,26041,747.0,0,0,1,1.2264308345098411,1,47500.91198750975,37094.610615419486,0.0,0,0,1,0,0,0,0,1445,1615,348,Normal
46,Chicago,Banker,3621,803.0,0,0,1,1.0651724489659933,0,88517.42801231181,73119.10644436882,0.0,0,0,0,0,0,1,0,1838,1216,73,Normal
30,Miami,Engineer,55006,804.0,0,0,1,1.3808645398091512,1,57792.53493744074,41022.49678672773,0.0,0,0,0,0,1,0,0,1196,3409,397,Normal
35,Los Angeles,Other,7597,475.0,119,1,2,2.931811817285365,0,40099.842865833976,8412.866768859849,3.0,1,3,1,1,1,1,0,277,1219,53,High
19,Miami,Teacher,48113,517.0,47,0,2,0.6495278980561009,0,43753.45159594727,30352.353060193185,2.0,1,2,0,1,0,1,0,344,3350,214,Normal
46,Los Angeles,Doctor,87423,690.0,15,0,1,0.9853833818233828,0,30382.06730535711,21661.05003715128,0.0,0,0,0,0,0,0,0,671,2389,219,Normal
38,Dallas,Accountant,15777,571.0,0,0,1,1.2681164241569056,0,24204.26363434076,18492.56034191824,1.0,1,1,0,0,0,1,0,360,1744,358,Normal
69,Chicago,Accountant,38066,374.0,97,1,10,2.3803317297810347,1,15358.61207049616,4886.386482629858,3.0,1,4,0,0,0,1,1,1267,197,147,High
44,Dallas,Retail Worker,9072,383.0,110,1,3,2.6380213361788583,1,4360.204373924987,2051.129564193623,3.0,2,4,1,0,1,0,0,1353,1297,308,High
48,Atlanta,Banker,7579,674.0,0,0,1,2.264836645421205,0,31509.926882292544,24718.38874403918,0.0,0,0,0,1,0,0,0,1575,883,371,Normal
32,Seattle,Engineer,45452,524.0,0,1,1,1.7766128320195995,0,16267.11753268584,11372.702842884011,2.0,0,3,1,0,0,1,0,1530,61,314,Normal
68,Los Angeles,Accountant,22395,558.0,0,0,1,3.078713388724584,0,78053.11370769738,52059.38814515208,1.0,0,2,0,0,0,0,0,1810,631,230,Normal
41,Atlanta,Retail Worker,11036,722.0,24,0,1,1.085558249136462,0,26991.43106582848,15166.95524342048,0.0,0,0,0,0,0,0,0,932,1450,245,Normal
61,Houston,Teacher,44242,686.0,0,0,1,7.637024415873099,0,72305.85431570954,65979.16063767107,0.0,0,0,0,0,0,0,0,1534,3422,276,Normal
30,New York,Consultant,14642,541.0,0,0,2,1.1566575860658308,0,23132.741599681136,19162.23587261228,1.0,1,1,0,0,0,0,0,1422,1902,283,Normal
50,Los Angeles,Teacher,28217,541.0,0,0,1,0.93046756,0,70842.60433,52928.28042748365,1.0,0,2,0,0,0,0,0,723,2622,54,Normal
73,Boston,Banker,7590,757.0,0,1,1,1.1765123530483228,0,44345.57552194711,38426.10101045372,0.0,0,0,0,0,0,0,0,547,3679,367,Normal
20,Seattle,Doctor,30514,578.0,0,1,1,1.3863361264238665,0,58713.007437323104,49803.71995846178,1.0,1,1,0,0,0,0,0,1315,1164,356,Normal
71,Seattle,Banker,7763,775.0,0,0,1,2.244681938798642,0,86002.91247448564,67978.94627074167,0.0,0,0,0,0,0,0,0,781,2474,191,Normal
36,New York,Banker,6974,625.0,0,0,1,2.145526332422404,0,50630.697128634456,31103.74992720337,0.0,0,0,0,0,1,0,0,1753,1690,351,Normal
61,Chicago,Teacher,21794,413.0,0,0,1,1.883387583446866,0,58286.81478341382,32972.12951,4.0,1,3,1,1,0,0,0,1360,1194,387,Normal
64,New York,Teacher,45335,658.0,0,1,1,0.825190163,0,25384.84670205391,20573.56618820604,0.0,0,0,0,0,0,0,0,339,3294,262,Normal
42,Chicago,Artist,6143,812.0,0,0,1,1.357884190901066,0,70498.18221606742,61600.11994552656,0.0,0,0,0,0,0,0,0,1719,3477,233,Normal
54,Boston,Teacher,22588,518.0,90,1,6,1.6037633984646853,1,40552.16573684561,9645.631698285311,3.0,2,2,1,1,1,0,0,873,2280,392,High
64,San Francisco,Other,8247,714.0,3,0,1,1.4961285811656158,0,63299.45127737653,59195.60775004401,0.0,0,0,0,0,0,0,0,941,3408,157,Normal
25,Dallas,Teacher,20235,524.0,36,0,1,1.416873045229737,0,34849.95691458779,24396.119621596685,1.0,0,2,0,1,0,0,0,1606,312,278,Normal
59,Dallas,Artist,18568,719.0,1,0,1,0.9605772535957748,0,40833.40823750475,30736.86078785745,0.0,0,0,0,0,0,0,0,1195,2992,176,Normal
33,Miami,Accountant,31372,832.0,24,0,1,1.3006560578708293,0,53094.12692,44105.03927149262,0.0,0,0,0,0,1,0,1,1638,818,70,Normal
61,Chicago,Accountant,57594,797.0,0,0,1,0.926099392,0,90730.47000531892,88091.26688518484,0.0,0,0,0,0,0,1,0,1326,836,153,Normal
57,Atlanta,Other,3292,735.0,0,1,1,1.2488651571292055,0,52340.73001102536,37282.681113049766,0.0,0,3,1,0,0,0,1,1020,1683,129,Normal
49,Dallas,Engineer,14009,542.0,0,0,1,1.3993834071061682,1,39207.46422389383,28032.870350778147,1.0,1,3,0,0,0,0,1,1221,573,222,Normal
59,Los Angeles,Teacher,22397,807.0,0,0,1,0.936699748,0,21757.03738513948,18322.614090137788,0.0,0,0,0,0,0,0,0,1800,2429,402,Normal
51,Miami,Other,9973,670.0,0,0,1,0.8297106537482342,0,71106.34887668556,59578.92181868896,0.0,0,0,1,0,0,0,0,1092,999,396,Normal
42,Los Angeles,Engineer,11222,747.0,0,0,1,1.7170603195949208,0,33099.324213011045,22957.7597701574,0.0,0,0,1,0,0,0,0,1615,3062,298,Normal
27,Boston,Accountant,27720,699.0,0,0,1,0.808775287,0,22287.81737122376,12574.536308717878,0.0,0,4,0,0,0,0,1,1694,606,58,Normal
38,Boston,Teacher,56973,611.0,0,0,1,1.123389681773469,0,22521.97968774465,13546.51676831672,0.0,0,0,0,0,0,0,0,534,3684,279,Normal
63,Dallas,Other,3617,748.0,0,0,1,1.5905078300749296,0,48176.59524020649,42658.24410335936,0.0,0,0,0,0,0,0,0,413,1689,154,Normal
56,San Francisco,Teacher,52367,530.0,113,1,9,1.890116932882253,1,33511.371420141826,9134.997032,4.0,1,4,1,1,1,1,0,217,2544,273,High
44,San Francisco,Engineer,7649,703.0,15,0,1,1.5856916265288643,0,15592.228197139057,9895.015287844004,0.0,0,0,0,0,0,0,0,1444,2913,108,Normal
44,Boston,Accountant,28197,504.0,102,0,5,1.8759984433087364,1,2723.1224796523734,555.1386053609676,3.0,1,2,0,0,0,0,1,1043,2797,201,High
19,Chicago,Other,2721,834.0,0,0,1,1.0391747425452165,0,58643.08862029653,49338.84987957528,0.0,0,3,0,0,0,0,1,677,2462,68,Normal
58,Chicago,Software Developer,62360,769.0,0,0,1,1.1716803692535327,0,40242.19096640721,26658.395168950225,0.0,0,0,0,0,0,0,0,178,2292,85,Normal
26,Miami,Consultant,13718,609.0,0,1,1,0.9233377678884502,0,28956.20751920521,23616.31037741793,0.0,0,0,0,0,1,0,0,490,2801,352,Normal
69,Los Angeles,Teacher,58991,538.0,110,1,3,1.2404949322738617,1,20096.96807913915,6803.962996347942,3.0,2,3,1,1,0,0,1,1583,1253,258,High
39,Los Angeles,Doctor,51544,594.0,0,0,1,0.8061759878944462,0,44562.46851338612,35758.84604367109,2.0,0,1,0,0,1,0,1,1862,724,113,Normal
43,Dallas,Doctor,64356,417.0,95,1,5,1.4004677561804326,1,12034.371287954807,2436.61006907347,4.0,1,3,0,1,0,0,0,226,303,276,High
71,New York,Consultant,6723,480.0,0,0,1,0.9430547486859712,0,78326.31693085698,54166.69101601503,3.0,1,3,1,0,1,0,0,625,1645,213,Normal
34,New York,Retail Worker,5137,721.0,0,0,1,1.6247325735394722,0,71399.60470281809,59359.68233778196,0.0,0,0,0,0,0,0,0,187,2382,315,Normal
31,Houston,Other,7161,767.0,0,0,1,1.3708326026638586,0,89374.08788066881,58783.70196871647,0.0,0,0,0,0,0,1,0,338,816,244,Normal
74,Chicago,Lawyer,76588,470.0,112,0,6,1.278210402054362,0,31771.763594719625,7773.715380554502,3.0,2,4,1,1,0,0,1,1133,2205,203,High
37,Chicago,Banker,9533,736.0,0,0,1,1.045597257495683,0,71760.72319,58464.43821464161,0.0,0,3,0,0,0,0,1,1712,1601,203,Normal
33,Dallas,Other,8400,563.0,0,1,1,1.6874989287849682,0,84466.33268,63897.99866351795,2.0,0,1,0,0,0,0,0,941,3622,48,Normal
68,Atlanta,Accountant,36639,537.0,119,1,4,2.3262259897286985,0,47242.77474848783,20125.29120352544,4.0,2,1,0,0,1,0,0,717,3411,236,High
48,Houston,Banker,9336,763.0,0,0,1,1.1314478989320234,0,44777.32616190413,32711.405317620345,0.0,0,0,0,0,0,0,0,1790,2729,291,Normal
72,San Francisco,Artist,5682,649.0,46,0,1,1.293727975549988,1,65207.83447083177,39831.567767435976,2.0,0,0,0,0,0,1,0,1271,3143,89,Normal
23,Houston,Banker,2385,707.0,7,0,1,1.659833516941996,1,75574.42860194138,48462.69936979981,0.0,0,0,0,1,1,0,0,1283,1011,180,Normal
36,San Francisco,Artist,6309,737.0,0,0,1,1.1002562707478074,0,30500.189847395824,27398.698404361152,0.0,0,0,0,0,0,0,0,675,2977,174,Normal
54,Miami,Other,9244,418.0,114,1,10,2.0963928651479,1,19449.43618572649,30352.353060193185,3.0,1,3,1,1,1,0,0,1143,3283,297,High
64,Seattle,Other,9580,536.0,20,0,1,0.6035650292351924,0,34888.08419520401,30352.353060193185,1.0,0,1,0,0,0,1,0,1501,2965,220,Normal
21,Boston,Accountant,23879,788.0,0,1,1,1.5425122782284812,0,12618.75316634301,7354.051899,0.0,0,0,0,0,0,1,0,1589,1706,234,Normal
41,New York,Banker,4898,804.0,0,0,1,0.9396900057881192,0,51757.30805464389,30352.353060193185,0.0,0,0,0,0,1,0,0,1518,3095,306,Normal
71,Chicago,Teacher,25233,479.0,0,0,1,1.1063366375826025,0,30048.620031045648,19903.48778904321,3.0,2,4,1,1,1,0,1,1291,3575,257,Normal
52,Houston,Consultant,13116,768.0,0,0,1,1.9505901733697644,0,76746.02615886123,45860.98649612026,0.0,0,0,0,0,0,0,1,819,932,158,Normal
43,Dallas,Other,3018,334.0,95,1,2,1.859262139,1,37878.99241855944,11064.669948947034,4.0,1,3,1,1,1,1,0,719,287,392,High
54,New York,Other,5152,685.0,0,1,1,1.4724165829629836,0,57178.17536,43086.75552,0.0,0,0,0,0,0,0,0,1343,2583,133,Normal
38,San Francisco,Other,8841,669.0,0,0,1,1.358416255274597,0,68215.34435,65174.27247867391,0.0,0,3,0,0,0,0,1,1718,1684,95,Normal
71,Boston,Consultant,14204,680.0,0,0,1,1.1049547431953275,0,48262.54832605927,43908.12441092148,0.0,0,3,0,0,1,1,0,795,3680,92,Normal
57,Miami,Artist,9703,540.0,0,0,1,1.2069060382222274,0,20193.49115931158,15045.940679175275,1.0,1,1,0,0,0,0,0,1121,2735,208,Normal
55,Dallas,Engineer,40273,643.0,0,0,1,0.7924270818792841,1,60645.033181028135,42904.46198745491,0.0,0,0,0,0,1,0,0,1783,2678,120,Normal
63,Boston,Artist,5762,584.0,96,1,1,2.0507791469257715,1,2105.107595596495,883.7135697080998,3.0,2,1,1,1,0,0,0,595,3062,119,High
74,San Francisco,Doctor,89691,775.0,0,0,1,1.1174173778644712,0,84086.78445913973,72036.94471736923,0.0,0,0,0,0,0,0,0,540,677,279,Normal
62,Houston,Other,5283,620.0,9,1,1,0.9205462126011136,0,36025.286962965096,23849.521560037887,0.0,0,4,0,0,0,0,1,509,3203,209,Normal
37,San Francisco,Banker,5040,743.0,0,1,1,0.9021623940288456,1,91830.84261203966,61488.84640257707,0.0,0,0,0,0,0,0,0,1416,323,373,Normal
72,Miami,Teacher,38633,521.0,0,1,1,1.3271095337466896,0,72792.56410601488,73037.78565485888,2.0,1,2,1,0,0,0,0,1467,3022,52,Normal
24,Seattle,Banker,3637,635.0,0,0,1,1.5857592610983569,0,82367.19448808585,54932.81869194779,0.0,0,0,0,0,1,0,0,1195,1054,143,Normal
46,Boston,Teacher,41228,785.0,0,0,1,0.980181131,0,18243.27982497573,13521.125209990236,0.0,0,0,0,0,0,0,0,111,2809,376,Normal
31,San Francisco,Banker,8659,765.0,0,0,1,1.316748986635572,0,39917.96764577551,30224.50806317366,0.0,0,0,0,0,1,0,0,64,961,181,Normal
41,Seattle,Banker,4641,469.0,117,1,4,1.539625176127629,0,1919.8118888393128,496.9434641783474,4.0,2,3,0,0,1,0,0,1673,436,175,High
69,Chicago,Other,4646,568.0,0,0,1,1.1530047734235285,0,45326.60454006033,35226.61872058207,1.0,1,2,0,0,0,0,0,741,2695,374,Normal
21,New York,Banker,6273,718.0,0,0,2,1.356504047253125,0,38047.90811385676,30352.353060193185,0.0,0,0,0,1,0,0,0,1864,1623,58,Normal
41,New York,Accountant,24498,683.0,0,0,1,1.638184182839764,0,100414.96949066252,74298.64378115171,0.0,0,0,0,0,0,0,0,248,1199,309,Normal
36,New York,Accountant,19646,611.0,0,0,1,1.5569166057218011,0,34763.103807101375,22411.51598420244,0.0,0,0,1,0,1,0,0,67,2010,72,Normal
48,Boston,Banker,5029,821.0,0,0,1,1.2236426579773196,0,51866.41812238676,48419.060195638114,0.0,0,0,0,0,0,0,0,1337,2907,45,Normal
66,Atlanta,Other,3150,460.0,0,0,1,2.037363547200004,1,83095.05322433465,56754.58212560611,3.0,2,3,0,0,1,0,0,1175,3176,226,Normal
63,New York,Consultant,6349,566.0,0,0,1,1.0215637950268417,0,55117.46168242874,42161.34149289408,1.0,1,3,1,0,0,0,1,143,557,84,Normal
36,Los Angeles,Retail Worker,8161,762.0,0,0,1,1.8312240187751032,1,59359.57650785952,38630.48009376682,0.0,0,0,0,0,0,0,0,315,3077,308,Normal
39,Houston,Teacher,18062,585.0,103,1,6,2.4826896137392,1,51490.84474792866,19501.34429361853,3.0,1,2,0,1,0,0,0,1513,1444,101,High
41,Dallas,Teacher,19815,468.0,90,1,1,1.3782244449431724,1,5059.052973587818,1623.3872196584289,4.0,1,3,1,0,1,0,0,657,3104,146,High
70,Chicago,Banker,2293,530.0,0,0,1,2.2088919867418526,0,78719.21609424813,52122.56009,1.0,0,3,0,0,0,0,1,1332,1257,161,Normal
48,Miami,Banker,6011,678.0,98,1,1,3.174620989546863,0,29929.58748493169,10479.17739291771,4.0,1,0,1,0,0,0,0,1078,2373,291,High
36,New York,Accountant,59338,429.0,118,1,2,1.3721016572037057,1,10881.320768388774,4991.911359764752,4.0,2,4,1,1,1,0,0,1596,146,158,High
62,Dallas,Banker,8734,763.0,0,0,1,1.6263567002713413,1,54012.38011753941,30352.353060193185,0.0,0,0,0,0,0,0,0,1252,2931,194,Normal
53,Atlanta,Other,7494,763.0,0,0,1,0.8710971075716684,0,22440.435875296447,15850.288164302869,0.0,0,0,0,0,0,0,0,561,3382,333,Normal
47,San Francisco,Doctor,38330,595.0,112,1,2,3.015028553863272,1,33694.57422124517,14309.06262,3.0,1,1,1,1,0,0,0,1729,1202,236,High
72,Boston,Banker,9419,644.0,16,0,1,1.5103645237301635,0,54977.19431759707,41782.50863426319,0.0,0,0,0,0,0,0,0,276,1825,82,Normal
66,Los Angeles,Accountant,49769,545.0,3,0,1,1.2789114391360494,0,80316.17574,53797.59126958137,1.0,1,1,0,0,0,0,0,1185,2043,113,Normal
72,Seattle,Accountant,35513,396.0,97,0,5,3.2961951485822105,0,3469.402330043195,1327.3043444811217,4.0,1,4,1,1,1,0,0,595,3075,274,High
50,Los Angeles,Lawyer,51647,770.0,0,0,1,1.6324349066770707,0,85946.42508994688,72312.23785395798,0.0,0,0,0,0,0,0,0,1613,796,255,Normal
35,Dallas,Other,7839,714.0,0,1,1,1.5133677043350209,0,77578.8495,62006.26178057028,0.0,0,0,0,0,0,0,0,984,2777,270,Normal
66,Atlanta,Banker,2543,716.0,0,0,1,1.4213990643507657,0,21072.06043641635,16764.58267,0.0,0,0,0,0,0,0,0,919,349,189,Normal
45,San Francisco,Retail Worker,5123,491.0,112,1,10,2.011903339190286,0,44049.29478613758,18569.98679094007,4.0,1,3,1,1,1,0,0,1510,2202,191,High
64,Seattle,Teacher,96929,831.0,0,0,1,1.7723550660095215,0,33153.01938452524,20646.864396208966,0.0,0,0,0,0,0,0,1,1446,1051,396,Normal
28,Seattle,Teacher,54821,770.0,0,0,1,1.0674186798424528,0,75056.06011126263,66825.26176,0.0,0,0,0,0,1,0,0,1475,2377,359,Normal
74,New York,Consultant,13308,468.0,106,1,3,2.6597479127545087,0,32354.868878975365,13515.56604284058,3.0,1,3,1,1,1,0,0,575,2666,383,High
62,Chicago,Banker,2956,658.0,1,0,1,1.3457403571230675,0,29964.27126165328,28975.711732707987,0.0,0,0,0,0,0,0,0,143,891,300,Normal
50,Houston,Accountant,21946,750.0,0,0,2,0.8254154814376261,0,99431.8336662602,54833.13791088443,0.0,0,0,1,0,0,1,0,1623,1165,99,Normal
23,Miami,Artist,21008,336.0,100,1,1,1.2756741117423485,0,46483.2394219256,19830.87807113857,4.0,1,3,0,1,1,0,0,971,3046,131,High
21,San Francisco,Accountant,38828,795.0,0,0,1,1.3368316647338234,0,40715.699473468856,37994.13963341793,0.0,0,0,0,0,0,0,0,1584,2949,100,Normal
64,Seattle,Banker,3618,737.0,0,0,1,1.821253174868796,0,46416.70241049657,34241.47796516969,0.0,0,3,1,0,0,0,1,1441,897,251,Normal
44,Boston,Banker,8171,695.0,0,1,1,1.029778545611159,0,15022.57555956882,10757.08297036533,0.0,0,0,0,0,0,0,0,599,3645,81,Normal
32,Miami,Retail Worker,9461,794.0,0,1,1,1.0696050642209085,0,44588.53939444449,36474.133624408976,0.0,0,0,0,0,1,0,0,1308,788,79,Normal
23,Houston,Artist,8783,434.0,3,0,1,1.6604636952777168,0,109780.3222797388,69062.42911809105,3.0,1,4,0,1,0,0,0,276,3041,91,Normal
64,Los Angeles,Other,33397,520.0,0,0,1,1.804579472,1,64492.87701100593,45710.41751663125,1.0,1,2,1,0,1,0,0,418,1822,112,Normal
31,Houston,Doctor,80540,778.0,0,0,1,1.9309670272904147,0,24701.10807808837,15828.237127062115,0.0,0,0,0,0,0,0,0,917,1623,302,Normal
28,Chicago,Doctor,56063,625.0,0,0,1,1.066794188857394,0,21621.83402026174,18572.66593059168,0.0,0,0,1,0,1,0,1,813,553,370,Normal
56,Seattle,Other,7896,518.0,0,0,1,2.31535769562663,0,33538.98839562475,25504.022850792662,2.0,0,2,0,0,0,0,0,308,2638,279,Normal
