account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag
2021-05-22,56,Dallas,Banker,2549,610.0,0,0,1,1.622464531985106,0,70719.83805343843,48530.8233954628,0.0,0,2023-07-15,2023-12-08,0,0,,0,0,0
2024-08-03,47,Seattle,Accountant,8856,534.0,104,1,5,2.0881616826532983,0,32365.314769426404,6792.800669640619,4.0,1,2018-04-15,2024-10-19,4,0,,1,1,1
2023-05-09,20,Boston,Teacher,29762,349.0,90,1,5,3.182513372748605,1,36927.31384890467,16941.967900998497,4.0,2,2020-06-04,2024-10-19,3,1,True,1,1,0
2024-03-10,40,Atlanta,Banker,7208,848.0,0,0,1,1.2539792912493195,1,98509.56554089954,30352.353060193185,0.0,0,2019-05-05,2024-03-14,0,0,False,0,0,0
2020-12-02,49,Atlanta,Consultant,13212,591.0,0,0,1,1.3650999375779511,0,87826.14112,66418.18182761472,2.0,0,2015-07-10,2023-12-13,1,0,False,0,0,0
2022-07-30,68,Boston,Retail Worker,18200,641.0,0,0,1,1.0647990336790971,0,81880.59800443365,68766.40628021043,0.0,0,2023-05-06,2024-01-01,0,0,,0,0,1
2019-11-24,56,San Francisco,Consultant,14576,632.0,0,0,1,1.3231522937233935,0,82754.20109384159,70558.86706,0.0,0,2015-02-15,2024-08-13,0,0,False,0,1,1
2021-05-19,41,Boston,Lawyer,51556,828.0,0,0,1,0.868455008,0,49195.37607012096,36397.94056693022,0.0,0,2017-07-30,2023-11-15,0,0,False,0,0,0
2020-07-22,61,Seattle,Engineer,45828,587.0,92,0,7,1.687445308,1,38283.93602104615,11155.816928876277,3.0,1,2017-08-22,2024-10-19,1,0,True,1,0,0
2021-09-22,53,Los Angeles,Doctor,72882,621.0,0,1,1,1.5666589572389495,0,17224.67415833078,11791.54623021996,0.0,0,2019-09-27,2024-05-23,0,1,True,0,1,0
2022-02-28,64,Miami,Other,3350,410.0,103,1,9,1.6895660558725465,0,8451.190156719525,2784.090124,3.0,1,2023-10-05,2024-02-23,4,1,True,0,1,1
2024-02-24,26,Atlanta,Teacher,15226,686.0,0,0,1,1.4431737876974315,0,75222.53103669327,66801.38621213137,0.0,0,2022-09-10,2024-08-15,0,0,True,1,0,0
2020-02-20,58,Miami,Accountant,48445,617.0,0,0,1,1.0667644958542786,1,55410.79863846509,51584.54502796928,0.0,0,2017-07-22,2024-08-12,0,0,False,0,0,1
2021-08-29,58,Atlanta,Consultant,15103,777.0,0,0,1,1.5091080292218502,0,379254.9939595539,12602.592833099832,0.0,0,2015-07-11,2024-04-20,4,0,False,0,0,1
2024-01-01,36,Miami,Other,9203,764.0,0,0,1,1.1312128282585765,0,67604.36459888515,42250.76985629229,0.0,0,2021-09-05,2024-08-28,4,0,False,0,0,1
2021-05-08,39,Seattle,Consultant,14024,427.0,107,1,10,2.9934771698189677,0,30226.568740675557,7566.549080364798,3.0,1,2017-12-27,2024-08-22,4,0,False,1,0,0
2023-11-21,26,Atlanta,Other,8628,604.0,5,0,1,0.8015407919904185,0,85224.55870870159,50457.25250512059,0.0,0,2021-09-18,2023-11-13,0,1,False,1,1,1
2024-01-10,46,Dallas,Banker,6531,498.0,0,0,1,1.3183332162703671,0,64365.70692787236,30352.353060193185,,2,2018-04-04,2024-10-17,4,0,,1,0,0
2020-07-21,41,San Francisco,Retail Worker,23299,729.0,0,0,1,1.0890860117403385,0,22746.95011393856,20891.015831701472,,0,2016-02-20,2024-04-11,0,0,False,1,0,0
2023-10-07,37,Miami,Other,6595,669.0,108,1,8,1.627567505825153,1,36369.05454839294,20200.572413612976,4.0,2,2016-04-25,2024-10-18,0,1,True,1,0,0
2022-10-27,23,San Francisco,Retail Worker,10137,713.0,6,0,1,1.8308212492292009,0,68156.40449196614,52120.289910240994,0.0,0,2016-03-15,2023-12-22,0,0,True,0,0,0
2023-07-31,52,San Francisco,Doctor,73742,700.0,10,1,1,1.4643135430468028,0,44475.88659486628,32709.66605025525,0.0,0,2022-10-29,2024-08-06,0,0,False,0,0,0
2021-05-15,61,Boston,Artist,7135,818.0,0,0,1,1.1088970598466443,0,33907.62875641956,22478.28548443948,0.0,0,2024-06-21,2024-05-22,0,0,,0,0,0
2024-05-07,45,Los Angeles,Teacher,23210,683.0,0,0,1,1.5193035774521604,0,65128.73388008975,60315.11322655659,0.0,0,2019-05-05,2024-10-10,0,0,False,1,0,0
2019-10-25,61,Chicago,Banker,5649,431.0,38,0,1,1.9538913867288088,0,66996.19365039394,50374.30184779733,3.0,1,2022-04-06,2024-04-06,4,0,False,1,0,0
2020-05-11,58,Chicago,Banker,4907,711.0,0,0,1,1.382583201675104,0,54699.46381741628,46630.61233266095,0.0,0,2022-08-14,2024-10-16,0,1,False,0,0,0
2023-07-06,74,Miami,Accountant,56917,650.0,0,0,1,0.9014982739068638,0,92034.79002779227,50209.27873262058,0.0,0,2021-06-01,2024-01-12,3,0,,0,0,1
2020-02-21,19,Houston,Banker,6810,414.0,38,1,3,1.921040883112972,0,31414.347664298944,21711.63873768384,4.0,2,2022-10-18,2024-06-22,4,0,True,1,0,1
2022-10-09,40,Boston,Other,7057,648.0,0,0,1,0.9392041760515066,0,60697.22823,42718.02478920316,0.0,0,2016-06-09,2024-01-21,0,1,False,0,0,0
2022-09-20,68,Boston,Other,4730,587.0,3,0,1,1.6136403570185431,0,72623.05129749623,54109.75114002568,1.0,1,2016-10-03,2024-09-24,1,0,False,1,0,0
2023-06-15,57,Houston,Banker,24711,682.0,0,1,1,0.8136405915856152,0,28545.946210300568,19215.40801395096,0.0,0,2016-11-22,2024-07-19,3,0,False,1,0,1
2023-07-19,40,Houston,Other,9016,653.0,0,0,1,1.0686427545219046,0,32237.03109691602,18837.46097992667,0.0,0,2018-09-03,2023-12-19,0,0,False,0,0,0
2024-08-08,66,Dallas,Accountant,51861,577.0,0,0,1,0.727435213,0,25117.395441840035,16819.55735654004,1.0,1,2020-01-09,2024-08-03,1,0,False,1,0,0
2023-01-07,62,Dallas,Other,4603,728.0,0,0,1,0.7810514371051738,0,22368.411401480625,19478.68966899161,0.0,0,2020-01-22,2024-09-24,0,0,False,0,0,0
2019-12-08,25,San Francisco,Banker,7544,721.0,0,0,1,1.129670286100644,0,41211.03439006949,28781.249103840728,0.0,0,2017-03-27,2024-01-18,0,0,False,0,0,0
2023-08-16,66,Atlanta,Other,2453,744.0,0,0,1,1.9687627747955208,0,57866.15970036074,35783.87197444894,0.0,0,2023-09-02,2024-09-04,0,1,False,0,0,0
2021-01-07,60,Seattle,Teacher,21536,561.0,106,1,3,1.9057967455169669,1,23713.30167,8205.340128002572,4.0,1,2024-09-28,2024-09-25,3,1,True,1,0,1
2023-08-04,46,Boston,Banker,8181,712.0,0,0,1,1.6234115247204912,0,90949.42346906624,58300.09019466393,0.0,0,2021-06-06,2024-09-13,0,0,False,0,0,1
2020-07-28,25,Los Angeles,Other,7691,821.0,0,0,1,1.0124420011601012,0,42292.97966136701,28821.32645511631,0.0,0,2018-09-22,2024-06-19,0,0,False,0,0,0
2020-01-24,38,San Francisco,Engineer,51003,803.0,0,0,1,1.5095516936609614,0,102658.86468209384,88976.72388953945,0.0,0,2020-09-03,2024-06-25,0,0,False,0,1,0
2021-05-10,23,Chicago,Other,9363,301.0,93,1,3,2.179895926739602,1,17478.57833559694,30352.353060193185,3.0,1,2022-10-26,2024-10-20,3,1,True,0,0,0
2022-10-17,35,Seattle,Other,4553,502.0,0,0,1,1.4818254632317789,0,52097.85535781302,30352.353060193185,2.0,0,2017-04-17,2024-07-02,1,1,,0,0,0
2023-01-04,21,Chicago,Accountant,22585,404.0,118,1,4,1.478185094443892,1,46884.79526035321,18189.892681401056,,2,2020-06-20,2024-09-12,4,1,True,0,0,1
2021-03-04,30,Los Angeles,Engineer,48236,694.0,0,0,1,1.097297271,0,68620.96727053446,41381.34465931715,0.0,0,2018-03-18,2024-02-07,0,1,False,0,0,0
2022-07-05,28,Atlanta,Artist,18047,708.0,9,1,1,1.217224319493134,0,15579.922819404565,12361.91278881912,0.0,0,2023-07-04,2024-10-08,0,1,False,0,1,0
2024-10-08,74,San Francisco,Other,5689,682.0,0,0,1,1.168203757447999,0,78515.54885071838,52455.93293294964,0.0,0,2020-02-21,2024-08-21,0,0,False,0,0,0
2022-12-12,32,Miami,Lawyer,49528,739.0,0,0,1,0.8084602541471247,1,60000.778879565696,30352.353060193185,0.0,0,2023-01-24,2024-05-08,0,0,False,0,0,0
2023-04-29,34,Los Angeles,Banker,5622,692.0,17,0,1,1.213319017691172,0,53708.34201791576,43922.96388724131,0.0,0,2016-10-14,2024-03-15,0,0,,0,0,0
2023-10-26,37,Los Angeles,Banker,8504,602.0,0,0,1,1.1087950959189323,0,94334.77402,77222.65386196098,0.0,0,2016-10-27,2024-02-20,0,1,False,0,1,0
2022-12-19,68,Atlanta,Accountant,36639,537.0,119,1,4,2.3262259897286985,0,47242.77474848783,20125.291203525438,4.0,2,2015-08-04,2024-04-13,1,0,False,1,0,0
2021-08-26,72,Dallas,Teacher,22675,582.0,0,0,1,0.6990002980059169,0,96592.07743427396,70429.1856,1.0,0,2018-09-04,2023-11-04,2,0,False,1,0,0
2024-07-08,49,Los Angeles,Banker,9706,530.0,0,0,1,1.2907964817001254,0,89549.55062290643,66312.83382333166,1.0,0,2016-03-03,2024-08-02,2,0,,0,0,0
2020-05-30,74,New York,Lawyer,68273,754.0,0,0,1,1.2466340064417138,0,31148.127230636885,23608.515797558044,0.0,0,2018-03-26,2023-11-25,0,1,False,0,0,0
2020-11-30,38,Chicago,Other,9098,717.0,0,0,1,0.9273771596459116,0,95247.31072456844,58421.103162038366,0.0,0,2018-01-15,2024-05-06,0,0,False,0,0,0
2023-03-16,54,Miami,Other,5590,595.0,55,0,1,2.783716348121142,0,22398.208323638373,12306.456637910813,1.0,1,2021-02-01,2024-03-06,4,0,False,0,0,1
2023-05-14,24,New York,Banker,9916,558.0,0,0,1,0.9635336775386236,0,50670.93979130252,41432.0312314328,1.0,1,2017-04-15,2024-04-12,2,0,False,0,0,0
2020-03-11,44,New York,Doctor,85415,684.0,0,0,1,1.350989587,0,21508.86806722589,11431.001567029803,0.0,0,2022-06-29,2024-03-01,0,1,False,0,0,0
2023-06-16,31,San Francisco,Banker,3297,405.0,108,1,2,1.2197718620078568,1,51970.60881803891,20601.90941651259,4.0,1,2024-04-21,2024-02-22,3,1,,0,0,0
2024-10-15,30,Los Angeles,Accountant,42706,797.0,0,0,1,1.4937116455747623,0,44919.35203561547,32432.26464251601,0.0,0,2019-04-13,2024-02-09,0,0,False,0,0,0
2024-04-23,53,Seattle,Banker,3747,671.0,54,0,1,1.3011341014856377,0,48208.77435442339,25090.847233564025,2.0,1,2015-02-17,2024-03-13,0,0,True,1,0,0
2020-03-28,58,Dallas,Other,7672,719.0,0,0,1,1.274504336,0,20368.98751,17654.206032160928,0.0,0,2019-08-19,2024-10-21,0,0,False,0,0,0
2022-04-25,45,Miami,Other,8585,714.0,0,0,1,0.9548210774419712,1,58311.53927381661,41316.76023044515,0.0,0,2024-01-27,2024-06-30,0,0,False,0,1,0
2020-04-25,29,Atlanta,Other,9705,628.0,0,0,1,1.3738092292034394,0,18529.049539244203,17734.121528719585,0.0,0,2023-03-30,2023-11-12,0,0,False,0,0,0
2021-08-31,38,Chicago,Accountant,32136,670.0,0,1,1,2.3262235979800314,1,54373.390457310896,43520.90438695979,0.0,0,2018-02-14,2024-08-28,0,0,False,0,0,0
2023-01-04,62,Houston,Retail Worker,15130,658.0,0,0,1,0.944940061,0,45654.26655811333,29744.914717764503,0.0,0,2016-02-27,2024-08-01,0,0,False,0,0,0
2023-03-14,71,Atlanta,Accountant,22905,627.0,0,0,1,2.089599862330808,1,30616.021887928036,21215.07571074772,,0,2022-04-01,2023-12-10,0,0,,0,1,0
2020-06-11,33,Miami,Accountant,31372,832.0,24,0,1,1.3006560578708293,0,53094.12692,44105.03927149262,0.0,0,2022-09-09,2024-09-26,0,0,False,1,0,1
2020-06-19,57,Los Angeles,Other,8794,418.0,92,1,2,2.444926106076095,0,26622.30636668768,11252.184536868272,3.0,1,2020-03-05,2024-07-20,3,1,True,0,0,1
2024-09-21,22,Miami,Other,2306,467.0,0,0,1,2.016659517492723,0,74568.63440230067,30352.353060193185,4.0,1,2017-05-28,2024-07-30,4,0,False,0,1,0
2023-09-14,60,Seattle,Banker,7446,540.0,92,1,10,1.1119562205964693,0,22759.52709613981,8282.782977,3.0,1,2016-09-06,2024-10-20,3,0,True,1,1,1
2022-09-17,19,Houston,Other,2337,538.0,0,0,1,1.0136199188112764,0,10273.455725164453,6857.293456349235,2.0,0,2022-02-03,2024-04-24,1,0,False,1,0,0
2023-08-29,28,Atlanta,Teacher,59086,527.0,0,0,1,1.393316276954102,0,34497.764210991416,25243.895347582435,,1,2020-06-22,2024-04-29,2,0,False,1,1,0
2023-01-22,54,Los Angeles,Lawyer,45760,828.0,0,0,1,1.097191466846848,0,61894.58867568669,47099.78663172051,0.0,0,2019-04-16,2024-07-13,0,0,False,0,0,0
2019-11-16,51,Dallas,Doctor,17832,442.0,103,1,3,1.3276840583888114,0,8251.367723194995,2820.2569833542484,4.0,2,2015-01-13,2024-06-25,4,0,True,0,0,0
2023-07-04,68,Miami,Retail Worker,7790,820.0,0,0,1,0.8808886502912805,0,30793.874505142667,20856.94937197677,0.0,0,2023-11-04,2024-04-17,0,1,,0,0,0
2020-06-23,62,San Francisco,Banker,8569,741.0,0,0,1,2.019203759192832,0,34432.49369,22991.714622469302,0.0,0,2023-09-15,2024-07-31,0,0,False,0,0,0
2020-09-23,45,San Francisco,Lawyer,47378,603.0,71,0,1,1.1761197021976957,0,9906.481180353652,5628.846254,1.0,0,2024-08-22,2024-07-23,0,0,False,0,0,0
2021-05-29,36,Houston,Banker,5628,828.0,0,0,1,1.5848283224155335,1,73891.02411495388,62132.586063088565,,0,2021-02-17,2023-12-24,0,0,False,0,0,0
2021-09-15,59,San Francisco,Other,5483,662.0,13,0,1,1.6581327225214924,0,93165.27498425412,60685.04679746573,0.0,0,2015-11-13,2024-08-10,0,0,False,1,0,0
2024-05-09,19,Los Angeles,Consultant,13717,739.0,0,0,1,1.502732785924173,0,93001.67315741032,63350.14931,0.0,0,2023-02-03,2024-07-04,3,0,False,0,0,1
2023-11-27,29,Seattle,Consultant,15928,712.0,0,0,1,0.9242541150651756,0,65783.36178984665,43051.81292,0.0,0,2022-01-03,2024-08-24,0,0,False,1,0,0
2023-05-03,27,San Francisco,Engineer,13568,303.0,102,1,9,3.285083394098301,0,48002.97355214188,15760.706327999818,4.0,1,2016-11-25,2024-04-24,3,1,,1,0,0
2021-05-14,29,Los Angeles,Other,8519,631.0,0,0,1,1.418985883351514,1,55530.43453107304,38168.73440433989,0.0,0,2022-10-30,2024-09-26,0,0,False,0,0,0
2020-02-23,70,New York,Other,6557,791.0,0,0,1,0.9643157126841077,0,50333.11467063177,31706.30912064568,0.0,0,2021-03-21,2024-07-29,0,0,False,1,0,0
2020-09-17,40,Boston,Other,6360,464.0,53,0,3,1.448361970517093,0,37430.54362,23776.594074249468,,1,2016-03-04,2024-07-31,4,0,,0,0,0
2021-05-01,20,San Francisco,Other,6775,561.0,19,0,1,1.709323403989241,0,13682.924289593891,10059.605017467804,2.0,1,2023-05-03,2024-03-31,2,0,,0,0,0
2020-03-30,72,San Francisco,Doctor,38374,797.0,0,0,1,1.5431492157818494,0,61010.25617089675,40982.61248864698,0.0,0,2020-02-21,2024-01-22,0,1,False,1,0,0
2020-06-08,35,New York,Banker,7574,624.0,0,0,1,1.2548074422057458,0,32816.70345837361,24226.095796006382,0.0,0,2019-05-01,2024-06-23,4,0,False,0,0,1
2022-05-27,46,Miami,Doctor,88285,626.0,0,0,1,0.6313287364342662,0,59961.257684096825,46331.26450779466,0.0,0,2016-04-02,2024-05-01,0,0,False,1,0,0
2024-03-25,46,Los Angeles,Consultant,16216,463.0,101,0,3,2.950772897939693,1,28786.61607347016,9602.594488,4.0,1,2024-02-23,2024-10-09,4,1,True,0,0,0
2024-08-26,60,Miami,Accountant,18793,596.0,0,0,1,0.892426446,0,29681.618211877827,22982.70065353344,1.0,1,2017-08-14,2024-09-09,1,1,False,1,1,1
2021-11-05,50,Chicago,Banker,6167,473.0,113,1,10,2.7445300036341447,1,24683.549460797796,10715.0554905867,,2,2017-03-10,2023-12-03,4,1,False,1,1,0
2022-06-06,39,Chicago,Banker,4260,718.0,16,0,1,1.4110104539566473,0,47255.60825303934,33913.13305290581,0.0,0,2024-02-15,2024-03-02,0,1,False,0,0,0
2024-09-14,46,Miami,Other,8824,574.0,0,1,1,2.3429382826605982,0,42774.75959,30662.528147550824,2.0,1,2018-01-15,2024-08-25,1,0,False,0,0,0
2020-08-02,23,Houston,Teacher,25527,510.0,44,0,1,1.4232821193802383,0,31466.87498328272,25071.45048174035,,1,2020-08-12,2024-09-15,2,1,False,1,0,0
2024-08-08,23,Houston,Accountant,38585,495.0,0,0,1,1.4320698274058046,0,68255.32460748199,61159.731255245,3.0,1,2019-05-10,2024-02-16,3,0,False,0,0,0
2022-07-26,39,Seattle,Consultant,14643,448.0,98,1,6,1.4633103013919573,1,23749.92258120801,6747.110888,3.0,2,2021-08-21,2023-11-15,3,1,True,1,1,0
2024-01-18,60,Houston,Accountant,18308,604.0,0,0,1,1.1640127649920338,1,54451.77985769705,37546.00739,0.0,0,2016-03-17,2024-03-04,3,0,False,0,0,1
2021-01-13,60,Los Angeles,Banker,2212,395.0,108,1,8,1.1631493479679202,1,9031.175382639978,4164.149814884221,4.0,1,2019-07-07,2024-06-01,4,1,True,1,1,1
2022-04-29,44,Dallas,Accountant,33114,772.0,0,0,1,1.122987771,0,86044.75050314332,30352.353060193185,0.0,0,2015-02-01,2024-07-15,0,0,,1,0,0
2023-01-03,74,Chicago,Banker,4264,461.0,93,1,5,2.474825006297019,0,16020.557430268766,7591.552090554849,4.0,2,2021-01-19,2023-11-01,3,1,True,0,0,1
2024-09-05,19,Miami,Banker,7201,519.0,103,0,9,3.175870842427222,0,13723.546702208085,4248.404813169552,3.0,2,2019-03-25,2024-10-21,3,1,True,0,0,1
2022-05-08,54,San Francisco,Lawyer,7305,589.0,0,0,1,1.1981569643525372,0,25357.02919329773,17676.918745164327,,0,2020-11-02,2024-09-19,1,1,False,0,0,0
2022-12-20,28,New York,Other,6897,791.0,0,0,1,1.901088123947976,0,44763.08235532935,37741.17521230395,0.0,0,2016-11-02,2024-03-05,0,0,False,0,0,0
2023-05-06,60,Seattle,Other,7282,680.0,0,1,1,1.4736391479842978,0,28552.21676001905,22408.19165233622,0.0,0,2020-04-12,2024-02-08,0,0,False,0,0,0
2022-03-19,52,Dallas,Teacher,50952,723.0,0,0,1,0.957030582,0,94875.78392922731,64735.036383931765,0.0,0,2017-05-15,2023-11-20,0,0,False,0,0,0
2022-12-17,22,Atlanta,Other,7521,718.0,0,0,1,0.7221869735258412,0,83646.89146,55012.06700751991,0.0,0,2019-08-04,2023-11-27,0,0,,0,0,0
2020-02-09,68,Dallas,Artist,19837,778.0,0,0,1,1.4076233176264952,0,51654.86687804556,31176.52348745955,0.0,0,2016-05-28,2023-12-28,0,1,False,0,1,0
2020-11-27,49,Boston,Banker,4210,578.0,0,1,1,1.1109359785919477,0,55477.242294645854,43431.10598578645,2.0,1,2021-11-29,2024-06-29,4,1,False,0,0,1
2021-08-13,50,Seattle,Teacher,40762,636.0,0,0,1,1.0659493747742343,0,93920.47243723409,68136.02657292719,,0,2016-10-21,2023-11-03,0,1,False,0,0,0
2020-06-17,36,Houston,Banker,8318,353.0,92,1,10,2.230850306754869,1,5807.560406137629,2557.281212305857,,2,2017-01-10,2023-11-22,4,0,True,1,0,0
2023-10-26,42,New York,Other,6207,519.0,49,0,4,1.953499258501777,0,13456.357475363598,9640.150779156977,2.0,1,2016-08-28,2023-11-17,1,1,False,0,0,0
2019-12-01,40,Boston,Artist,10238,621.0,0,0,1,1.183798533698661,0,68788.98903908684,58380.65705581936,0.0,0,2021-02-16,2024-04-08,0,0,False,0,0,0
2020-12-31,21,Miami,Doctor,95567,355.0,90,1,7,2.9014980458768656,1,31570.76193795893,9609.392322634734,4.0,2,2015-01-09,2024-10-18,3,1,True,1,0,1
2020-12-06,38,Boston,Consultant,16510,379.0,115,0,7,1.3257968459411198,1,30654.441101632958,30352.353060193185,3.0,1,2017-04-12,2024-07-02,3,1,True,1,0,0
2021-11-21,66,Miami,Teacher,26928,652.0,0,0,1,0.9460271085612304,0,65429.577310519766,54621.782709817926,0.0,0,2020-03-28,2024-05-16,0,0,False,0,0,1
2022-02-01,64,Atlanta,Retail Worker,8326,502.0,114,1,2,1.3016889862632477,1,44749.26681671196,14928.996010284376,4.0,1,2023-12-31,2024-06-13,2,1,True,1,0,0
2020-12-01,61,Los Angeles,Consultant,13810,439.0,94,1,10,3.266336907195148,1,34058.26034,16027.182479959683,3.0,2,2019-07-29,2023-12-14,4,1,True,0,0,0
2019-11-16,46,Dallas,Other,5210,379.0,0,0,1,1.9400041345615524,0,79635.92113248236,52984.88555357284,3.0,2,2016-10-28,2024-06-10,3,0,False,0,0,0
2021-11-12,37,Chicago,Retail Worker,21870,426.0,0,0,1,1.109547249616059,0,80372.56275996166,73996.46496895084,3.0,1,2016-04-16,2024-02-26,4,1,False,0,1,0
2023-06-09,29,Miami,Banker,4453,452.0,105,1,1,7.469581918,1,19964.53693969011,4373.223390182307,3.0,1,2023-09-12,2024-02-07,4,0,True,0,0,0
2021-01-29,26,Miami,Artist,14025,620.0,0,0,1,0.8186103370209947,0,92169.09424916648,54543.28884194526,0.0,0,2023-02-28,2024-04-02,0,0,True,0,0,0
2020-04-27,20,Atlanta,Other,5965,583.0,0,0,1,1.3733674351171496,0,34074.73387621811,29971.64052579068,1.0,0,2014-11-06,2024-03-15,2,0,False,0,1,0
2021-11-03,30,New York,Doctor,59113,576.0,8,0,1,1.178793546068258,0,47146.19868476183,42422.15568544081,2.0,0,2022-03-01,2024-03-20,2,0,,0,0,0
2022-02-22,69,New York,Other,2987,528.0,0,1,1,1.7395025500371144,0,98027.76464643744,69187.31843421841,2.0,1,2019-04-09,2024-07-23,2,0,False,0,0,0
2020-11-22,20,Miami,Banker,6839,443.0,109,0,3,1.2847204176397995,0,5688.507543689549,2075.204749065314,4.0,2,2015-07-08,2024-03-03,4,1,False,1,0,1
2024-03-01,27,Atlanta,Artist,13452,634.0,0,0,1,0.7200859831001579,0,21488.93544071733,17925.481354767755,0.0,0,2024-07-20,2024-10-07,0,0,False,0,0,0
2020-11-24,72,Atlanta,Other,3764,485.0,111,1,4,2.0030396719790127,1,44585.58666787612,18801.19334256854,4.0,1,2021-12-12,2024-03-12,3,0,False,1,0,1
2023-01-12,19,Atlanta,Other,2189,624.0,0,0,1,1.0143102410672522,0,58399.769706446816,45109.247016989466,0.0,0,2016-04-20,2024-01-14,0,0,False,1,0,0
2021-10-28,36,Chicago,Accountant,47765,730.0,0,1,1,2.1121854297721763,0,65501.97699886365,59750.75672427539,0.0,0,2017-07-13,2024-03-12,0,0,False,0,0,0
2020-07-18,74,Boston,Banker,4503,827.0,0,1,1,2.485931541318541,0,80870.81964,45910.57811928987,0.0,0,2016-07-20,2024-04-27,3,0,,0,1,1
2020-02-04,43,Boston,Teacher,45743,712.0,0,0,1,1.059562045704744,0,17194.348111070525,11590.431465204478,0.0,0,2015-03-04,2024-03-31,0,0,,0,1,0
2024-09-02,66,Miami,Retail Worker,23923,773.0,12,0,1,1.4088329252383145,0,44542.80100612935,42870.6817475448,0.0,0,2022-08-16,2024-09-15,0,0,False,0,0,0
2024-01-27,58,Boston,Artist,7155,793.0,0,0,1,1.8072784783876168,0,59410.42965852458,30352.353060193185,0.0,0,2023-09-06,2024-09-14,4,0,False,0,0,1
2024-09-25,66,Seattle,Accountant,55080,608.0,8,0,1,1.1275576340019555,0,46317.973436604174,38817.74408866595,0.0,0,2015-10-21,2024-06-11,0,0,False,0,0,0
2021-11-05,60,Dallas,Other,2883,823.0,4,0,1,1.193366006584944,0,23755.791219496485,17271.742067842097,0.0,0,2020-07-13,2024-01-06,0,0,False,0,1,0
2021-07-06,50,Miami,Other,8240,768.0,0,0,1,1.7934693000755584,1,100983.83143658472,82342.20338623552,0.0,0,2021-03-31,2024-05-07,0,0,,1,0,0
2021-02-17,52,Dallas,Other,7047,713.0,0,0,1,1.2445725592700414,0,74271.94955368296,61721.62113717339,0.0,0,2015-03-10,2024-05-18,0,0,False,1,0,0
2021-02-22,37,Houston,Accountant,23211,691.0,0,0,1,1.0577768684167586,1,29333.070654723284,22437.99157996135,0.0,0,2019-05-14,2024-09-17,0,0,,0,0,0
2023-11-16,19,Boston,Other,4782,685.0,0,0,1,1.4753119963892616,1,46594.44001,38206.05746339688,0.0,0,2023-03-22,2024-03-24,0,0,False,1,0,0
2022-09-19,66,Los Angeles,Teacher,20722,464.0,119,1,2,3.2105900599172386,0,37706.41075164716,9782.98085571978,4.0,1,2021-03-28,2024-05-26,3,1,,1,0,0
2022-01-26,26,Miami,Teacher,56361,607.0,0,0,1,1.8245874909629949,0,61212.90564557732,38027.87153792645,0.0,0,2017-01-16,2024-02-22,3,1,,0,0,1
2023-01-26,23,Chicago,Other,2016,610.0,103,0,3,1.9327612541440695,1,24688.05501240342,10302.887170904713,4.0,1,2019-10-22,2024-05-20,0,1,,1,0,0
2024-07-26,38,Houston,Software Developer,71305,670.0,0,0,1,1.9904269136438488,0,49679.26382319952,36658.257726396514,0.0,0,2019-09-17,2024-06-05,0,0,False,1,0,0
2023-07-15,62,Houston,Other,5283,620.0,9,1,1,0.9205462126011136,0,36025.286962965096,23849.521560037887,0.0,0,2016-02-28,2024-05-10,4,0,,0,0,1
2019-11-04,62,Los Angeles,Banker,5988,426.0,91,1,5,1.908554399915688,1,12735.02033772493,2667.822183492701,3.0,2,2021-03-29,2023-10-31,3,1,True,1,1,0
2024-08-19,28,Seattle,Banker,7812,734.0,0,0,1,1.001983809617671,0,16379.027360978756,12713.63633881538,0.0,0,2019-07-07,2024-03-18,0,0,False,0,0,0
2024-01-12,66,Boston,Consultant,13599,679.0,0,0,1,1.1689280107764166,0,87764.16086379872,78572.22274312764,0.0,0,2019-01-11,2024-08-31,0,0,False,0,0,0
2020-03-13,46,Miami,Teacher,17847,440.0,90,1,10,3.1379399243824238,1,49429.133937059545,17635.195886291218,3.0,2,2022-06-04,2024-02-11,3,1,True,0,0,0
2020-12-22,59,San Francisco,Other,5760,677.0,51,0,3,0.9162131487552988,0,73216.66720890229,51940.54064848616,1.0,1,2020-12-12,2024-03-15,0,0,False,1,0,0
2019-12-01,49,Dallas,Lawyer,49953,344.0,95,1,2,2.7655228212637173,1,21869.76164362761,7934.762198926918,4.0,1,2023-03-19,2024-07-02,3,0,True,1,0,0
2022-09-08,59,Chicago,Retail Worker,41850,445.0,102,0,5,1.6801165267367448,0,2579.208958129317,680.6919235192815,4.0,2,2021-10-29,2023-12-05,4,1,True,1,0,1
2021-05-24,36,Los Angeles,Consultant,14240,766.0,0,0,1,2.0177648665021977,0,67636.41181802803,58054.607227206645,0.0,0,2016-12-04,2024-06-15,0,1,False,0,0,0
2021-09-15,52,Boston,Retail Worker,57772,811.0,0,0,1,0.720238104,0,12018.940436079336,8940.142729961106,,0,2021-04-09,2023-11-29,0,0,,0,0,0
